Vármegye,Település,Becslőjárás
Borsod-Abaúj-Zemplén,Sajógalgóc,29
Borsod-Abaúj-Zemplén,Sajóhídvég,186
Borsod-Abaúj-Zemplén,Sajóivánka,133
Borsod-Abaúj-Zemplén,Sajókápolna,133
Borsod-Abaúj-Zemplén,Sajókaza,29
Borsod-Abaúj-Zemplén,Sajókeresztúr,106
Borsod-Abaúj-Zemplén,Sajólád,106
Borsod-Abaúj-Zemplén,Sajólászlófalva,133
Borsod-Abaúj-Zemplén,Sajómercse,134
Borsod-Abaúj-Zemplén,Sajónémeti,133
Borsod-Abaúj-Zemplén,Sajóörös,106
Borsod-Abaúj-Zemplén,Sajópálfala,29
Borsod-Abaúj-Zemplén,Sajópetri,106
Borsod-Abaúj-Zemplén,Sajópüspöki,131
Borsod-Abaúj-Zemplén,Sajósenye,29
Borsod-Abaúj-Zemplén,Sajószentpéter,133
Borsod-Abaúj-Zemplén,Sajószöged,106
Borsod-Abaúj-Zemplén,Sajóvámos,29
Borsod-Abaúj-Zemplén,Sajóvelezd,133
Borsod-Abaúj-Zemplén,Sály,102
Borsod-Abaúj-Zemplén,Sárazsadány,184
Borsod-Abaúj-Zemplén,Sárospatak,184
Borsod-Abaúj-Zemplén,Sáta,134
Borsod-Abaúj-Zemplén,Sátoraljaújhely,138
Borsod-Abaúj-Zemplén,Selyeb,167
Borsod-Abaúj-Zemplén,Semjén,79
Borsod-Abaúj-Zemplén,Serényfalva,131
Borsod-Abaúj-Zemplén,Sima,168
Borsod-Abaúj-Zemplén,Sóstófalva,186
Borsod-Abaúj-Zemplén,Szakácsi,29
Borsod-Abaúj-Zemplén,Szakáld,106
Borsod-Abaúj-Zemplén,Szalaszend,139
Borsod-Abaúj-Zemplén,Szalonna,29
Borsod-Abaúj-Zemplén,Szászfa,139
Borsod-Abaúj-Zemplén,Szegi,185
Borsod-Abaúj-Zemplén,Szegilong,185
Borsod-Abaúj-Zemplén,Szemere,139
Borsod-Abaúj-Zemplén,Szendrő,29
Borsod-Abaúj-Zemplén,Szendrőlád,29
Borsod-Abaúj-Zemplén,Szentistván,101
Borsod-Abaúj-Zemplén,Szentistvánbaksa,167
Borsod-Abaúj-Zemplén,Szerencs,185
Borsod-Abaúj-Zemplén,Szikszó,167
Borsod-Abaúj-Zemplén,Szin,189
Borsod-Abaúj-Zemplén,Szinpetri,189
Borsod-Abaúj-Zemplén,Szirmabesenyő,106
Borsod-Abaúj-Zemplén,Szomolya,102
Borsod-Abaúj-Zemplén,Szögliget,187
Borsod-Abaúj-Zemplén,Szőlősardó,189
Borsod-Abaúj-Zemplén,Szuhafő,132
Borsod-Abaúj-Zemplén,Szuhakálló,29
Borsod-Abaúj-Zemplén,Szuhogy,29
Borsod-Abaúj-Zemplén,Taktabáj,122
Borsod-Abaúj-Zemplén,Taktaharkány,186
Borsod-Abaúj-Zemplén,Taktakenéz,122
Borsod-Abaúj-Zemplén,Taktaszada,186
Borsod-Abaúj-Zemplén,Tállya,185
Borsod-Abaúj-Zemplén,Tarcal,185
Borsod-Abaúj-Zemplén,Tard,102
Borsod-Abaúj-Zemplén,Tardona,134
Borsod-Abaúj-Zemplén,Telkibánya,168
Borsod-Abaúj-Zemplén,Teresztenye,189
Borsod-Abaúj-Zemplén,Tibolddaróc,102
Borsod-Abaúj-Zemplén,Tiszabábolna,103
Borsod-Abaúj-Zemplén,Tiszacsermely,79
Borsod-Abaúj-Zemplén,Tiszadorogma,103
Borsod-Abaúj-Zemplén,Tiszakarád,79
Borsod-Abaúj-Zemplén,Tiszakeszi,106
Borsod-Abaúj-Zemplén,Tiszaladány,122
Borsod-Abaúj-Zemplén,Tiszalúc,186
Borsod-Abaúj-Zemplén,Tiszapalkonya,106
Borsod-Abaúj-Zemplén,Tiszatardos,122
Borsod-Abaúj-Zemplén,Tiszatarján,106
Borsod-Abaúj-Zemplén,Tiszaújváros,106
Borsod-Abaúj-Zemplén,Tiszavalk,103
Borsod-Abaúj-Zemplén,Tokaj,185
Borsod-Abaúj-Zemplén,Tolcsva,184
Borsod-Abaúj-Zemplén,Tomor,167
Borsod-Abaúj-Zemplén,Tornabarakony,188
Borsod-Abaúj-Zemplén,Tornakápolna,189
Borsod-Abaúj-Zemplén,Tornanádaska,187
Borsod-Abaúj-Zemplén,Tornaszentandrás,188
Borsod-Abaúj-Zemplén,Tornaszentjakab,29
Borsod-Abaúj-Zemplén,Tornyosnémeti,72
Borsod-Abaúj-Zemplén,Trizs,132
Borsod-Abaúj-Zemplén,Újcsanálos,186
Borsod-Abaúj-Zemplén,Uppony,134
Borsod-Abaúj-Zemplén,Vadna,133
Borsod-Abaúj-Zemplén,Vágáshuta,74
Borsod-Abaúj-Zemplén,Vajdácska,79
Borsod-Abaúj-Zemplén,Vámosújfalu,184
Borsod-Abaúj-Zemplén,Varbó,133
Borsod-Abaúj-Zemplén,Varbóc,189
Borsod-Abaúj-Zemplén,Vatta,100
Borsod-Abaúj-Zemplén,Vilmány,167
Borsod-Abaúj-Zemplén,Vilyvitány,74
Borsod-Abaúj-Zemplén,Viss,121
Borsod-Abaúj-Zemplén,Viszló,29
Borsod-Abaúj-Zemplén,Vizsoly,167
Borsod-Abaúj-Zemplén,Zádorfalva,132
Borsod-Abaúj-Zemplén,Zalkod,121
Borsod-Abaúj-Zemplén,Zemplénagárd,79
Borsod-Abaúj-Zemplén,Ziliz,29
Borsod-Abaúj-Zemplén,Zubogy,132
Borsod-Abaúj-Zemplén,Zsujta,167
Budapest,I. kerület,15
Budapest,II. kerület,15
Budapest,III. kerület,15
Budapest,IV. kerület,15
Budapest,IX. kerület,15
Budapest,V. kerület,15
Budapest,VI. kerület,15
Budapest,VII. kerület,15
Budapest,VIII. kerület,15
Budapest,X. kerület,15
Budapest,XI. kerület,15
Budapest,XII. kerület,15
Budapest,XIII. kerület,15
Budapest,XIV. kerület,15
Budapest,XIX. kerület,15
Budapest,XV. kerület,15
Budapest,XVI. kerület,15
Budapest,XVII. kerület,15
Budapest,XVIII. kerület,15
Budapest,XX. kerület,15
Budapest,XXI. kerület,15
Budapest,XXII. kerület,15
Budapest,XXIII. kerület,15
Csongrád-Csanád,Algyő,152
Csongrád-Csanád,Ambrózfalva,9
Csongrád-Csanád,Apátfalva,92
Csongrád-Csanád,Árpádhalom,53
Csongrád-Csanád,Ásotthalom,151
Csongrád-Csanád,Baks,152
Csongrád-Csanád,Balástya,151
Csongrád-Csanád,Bordány,151
Csongrád-Csanád,Csanádalberti,9
Csongrád-Csanád,Csanádpalota,92
Csongrád-Csanád,Csanytelek,152
Csongrád-Csanád,Csengele,151
Csongrád-Csanád,Csongrád,152
Csongrád-Csanád,Derekegyház,53
Csongrád-Csanád,Deszk,190
Csongrád-Csanád,Dóc,152
Csongrád-Csanád,Domaszék,151
Csongrád-Csanád,Eperjes,53
Csongrád-Csanád,Fábiánsebestyén,54
Csongrád-Csanád,Felgyő,152
Csongrád-Csanád,Ferencszállás,190
Csongrád-Csanád,Forráskút,151
Csongrád-Csanád,Földeák,92
Csongrád-Csanád,Hódmezővásárhely,53
Csongrád-Csanád,I. kerület,190
Csongrád-Csanád,II. kerület,151
Csongrád-Csanád,II. kerület,152
Csongrád-Csanád,III. kerület,151
Csongrád-Csanád,III. kerület,151
Csongrád-Csanád,III. kerület,190
Csongrád-Csanád,Királyhegyes,92
Csongrád-Csanád,Kistelek,151
Csongrád-Csanád,Kiszombor,118
Csongrád-Csanád,Klárafalva,190
Csongrád-Csanád,Kövegy,92
Csongrád-Csanád,Kübekháza,190
Csongrád-Csanád,Magyarcsanád,92
Csongrád-Csanád,Makó,92
Csongrád-Csanád,Maroslele,92
Csongrád-Csanád,Mártély,53
Csongrád-Csanád,Mindszent,54
Csongrád-Csanád,Mórahalom,151
Csongrád-Csanád,Nagyér,9
Csongrád-Csanád,Nagylak,92
Csongrád-Csanád,Nagymágocs,53
Csongrád-Csanád,Nagytőke,54
Csongrád-Csanád,Óföldeák,92
Csongrád-Csanád,Ópusztaszer,152
Csongrád-Csanád,Öttömös,151
Csongrád-Csanád,Pitvaros,9
Csongrád-Csanád,Pusztamérges,36
Csongrád-Csanád,Pusztaszer,152
Csongrád-Csanád,Röszke,151
Csongrád-Csanád,Ruzsa,151
Csongrád-Csanád,Sándorfalva,152
Csongrád-Csanád,Szatymaz,151
Csongrád-Csanád,Szeged I. kerület,151
Csongrád-Csanád,Szegvár,54
Csongrád-Csanád,Székkutas,53
Csongrád-Csanád,Szentes,54
Csongrád-Csanád,Tiszasziget,190
Csongrád-Csanád,Tömörkény,152
Csongrád-Csanád,Újszentiván,190
Csongrád-Csanád,Üllés,151
Csongrád-Csanád,Zákányszék,151
Csongrád-Csanád,Zsombó,151
Fejér,Aba,164
Fejér,Adony,137
Fejér,Alap,137
Fejér,Alcsútdoboz,196
Fejér,Alsószentiván,137
Fejér,Bakonycsernye,210
Fejér,Bakonykúti,111
Fejér,Balinka,111
Fejér,Baracs,137
Fejér,Baracska,195
Fejér,Beloiannisz,195
Fejér,Besnyő,195
Fejér,Bicske,196
Fejér,Bodajk,111
Fejér,Bodmér,196
Fejér,Cece,137
Fejér,Csabdi,196
Fejér,Csákberény,111
Fejér,Csákvár,111
Fejér,Csókakő,111
Fejér,Csór,111
Fejér,Csősz,164
Fejér,Daruszentmiklós,137
Fejér,Dég,200
Fejér,Dunaújváros,137
Fejér,Előszállás,137
Fejér,Enying,200
Fejér,Ercsi,195
Fejér,Etyek,196
Fejér,Fehérvárcsurgó,111
Fejér,Felcsút,196
Fejér,Füle,164
Fejér,Gánt,111
Fejér,Gárdony,164
Fejér,Gyúró,196
Fejér,Hantos,137
Fejér,Igar,137
Fejér,Iszkaszentgyörgy,111
Fejér,Isztimér,111
Fejér,Iváncsa,195
Fejér,Jenő,164
Fejér,Kajászó,195
Fejér,Káloz,137
Fejér,Kápolnásnyék,164
Fejér,Kincsesbánya,111
Fejér,Kisapostag,137
Fejér,Kisláng,164
Fejér,Kőszárhegy,164
Fejér,Kulcs,137
Fejér,Lajoskomárom,200
Fejér,Lepsény,200
Fejér,Lovasberény,164
Fejér,Magyaralmás,111
Fejér,Mány,196
Fejér,Martonvásár,195
Fejér,Mátyásdomb,200
Fejér,Mezőfalva,137
Fejér,Mezőkomárom,200
Fejér,Mezőszentgyörgy,200
Fejér,Mezőszilas,200
Fejér,Moha,164
Fejér,Mór,111
Fejér,Nadap,164
Fejér,Nádasdladány,164
Fejér,Nagykarácsony,137
Fejér,Nagylók,137
Fejér,Nagyveleg,111
Fejér,Nagyvenyim,137
Fejér,Óbarok,196
Fejér,Pákozd,164
Fejér,Pátka,164
Fejér,Pázmánd,164
Fejér,Perkáta,137
Fejér,Polgárdi,164
Fejér,Pusztaszabolcs,137
Fejér,Pusztavám,111
Fejér,Rácalmás,137
Fejér,Ráckeresztúr,195
Fejér,Sárbogárd,137
Fejér,Sáregres,137
Fejér,Sárkeresztes,164
Fejér,Sárkeresztúr,137
Fejér,Sárkeszi,164
Fejér,Sárosd,137
Fejér,Sárszentágota,137
Fejér,Sárszentmihály,164
Fejér,Seregélyes,164
Fejér,Soponya,164
Fejér,Söréd,111
Fejér,Sukoró,164
Fejér,Szabadbattyán,164
Fejér,Szabadegyháza,137
Fejér,Szabadhídvég,67
Fejér,Szár,196
Fejér,Székesfehérvár,164
Fejér,Tabajd,196
Fejér,Tác,164
Fejér,Tordas,195
Fejér,Újbarok,196
Fejér,Úrhida,164
Fejér,Vajta,137
Fejér,Vál,196
Fejér,Velence,164
Fejér,Vereb,164
Fejér,Vértesacsa,196
Fejér,Vértesboglár,111
Fejér,Zámoly,164
Fejér,Zichyújfalu,164
Győr-Moson-Sopron,Abda,47
Győr-Moson-Sopron,Acsalag,65
Győr-Moson-Sopron,Ágfalva,143
Győr-Moson-Sopron,Agyagosszergény,113
Győr-Moson-Sopron,Árpás,66
Győr-Moson-Sopron,Ásványráró,47
Győr-Moson-Sopron,Babót,64
Győr-Moson-Sopron,Bágyogszovát,66
Győr-Moson-Sopron,Bakonypéterd,210
Győr-Moson-Sopron,Barbacs,65
Győr-Moson-Sopron,Beled,64
Győr-Moson-Sopron,Bezenye,120
Győr-Moson-Sopron,Bezi,45
Győr-Moson-Sopron,Bodonhely,66
Győr-Moson-Sopron,Bogyoszló,65
Győr-Moson-Sopron,Bőny,48
Győr-Moson-Sopron,Börcs,47
Győr-Moson-Sopron,Bősárkány,65
Győr-Moson-Sopron,Cakóháza,45
Győr-Moson-Sopron,Cirák,64
Győr-Moson-Sopron,Csáfordjánosfa,18
Győr-Moson-Sopron,Csapod,64
Győr-Moson-Sopron,Csér,18
Győr-Moson-Sopron,Csikvánd,46
Győr-Moson-Sopron,Csorna,65
Győr-Moson-Sopron,Darnózseli,95
Győr-Moson-Sopron,Dénesfa,64
Győr-Moson-Sopron,Dör,66
Győr-Moson-Sopron,Dunakiliti,120
Győr-Moson-Sopron,Dunaremete,95
Győr-Moson-Sopron,Dunaszeg,47
Győr-Moson-Sopron,Dunaszentpál,47
Győr-Moson-Sopron,Dunasziget,120
Győr-Moson-Sopron,Ebergőc,113
Győr-Moson-Sopron,Écs,48
Győr-Moson-Sopron,Edve,66
Győr-Moson-Sopron,Egyed,66
Győr-Moson-Sopron,Egyházasfalu,18
Győr-Moson-Sopron,Enese,45
Győr-Moson-Sopron,Farád,65
Győr-Moson-Sopron,Fehértó,45
Győr-Moson-Sopron,Feketeerdő,95
Győr-Moson-Sopron,Felpéc,48
Győr-Moson-Sopron,Fertőboz,112
Győr-Moson-Sopron,Fertőd,113
Győr-Moson-Sopron,Fertőendréd,113
Győr-Moson-Sopron,Fertőhomok,113
Győr-Moson-Sopron,Fertőrákos,143
Győr-Moson-Sopron,Fertőszentmiklós,113
Győr-Moson-Sopron,Fertőszéplak,113
Győr-Moson-Sopron,Gönyű,48
Győr-Moson-Sopron,Gyalóka,18
Győr-Moson-Sopron,Gyarmat,48
Győr-Moson-Sopron,Gyóró,64
Győr-Moson-Sopron,Gyömöre,48
Győr-Moson-Sopron,Győr,48
Győr-Moson-Sopron,Győrasszonyfa,48
Győr-Moson-Sopron,Győrladamér,47
Győr-Moson-Sopron,Győrság,48
Győr-Moson-Sopron,Győrsövényház,45
Győr-Moson-Sopron,Győrszemere,48
Győr-Moson-Sopron,Győrújbarát,48
Győr-Moson-Sopron,Győrújfalu,47
Győr-Moson-Sopron,Győrzámoly,47
Győr-Moson-Sopron,Halászi,95
Győr-Moson-Sopron,Harka,112
Győr-Moson-Sopron,Hédervár,47
Győr-Moson-Sopron,Hegyeshalom,120
Győr-Moson-Sopron,Hegykő,113
Győr-Moson-Sopron,Hidegség,112
Győr-Moson-Sopron,Himod,64
Győr-Moson-Sopron,Hövej,64
Győr-Moson-Sopron,Ikrény,45
Győr-Moson-Sopron,Iván,18
Győr-Moson-Sopron,Jánossomorja,95
Győr-Moson-Sopron,Jobaháza,65
Győr-Moson-Sopron,Kajárpéc,48
Győr-Moson-Sopron,Kapuvár,64
Győr-Moson-Sopron,Károlyháza,95
Győr-Moson-Sopron,Kimle,95
Győr-Moson-Sopron,Kisbabot,46
Győr-Moson-Sopron,Kisbajcs,47
Győr-Moson-Sopron,Kisbodak,95
Győr-Moson-Sopron,Kisfalud,65
Győr-Moson-Sopron,Kóny,45
Győr-Moson-Sopron,Kópháza,112
Győr-Moson-Sopron,Koroncó,46
Győr-Moson-Sopron,Kunsziget,47
Győr-Moson-Sopron,Lázi,210
Győr-Moson-Sopron,Lébény,95
Győr-Moson-Sopron,Levél,120
Győr-Moson-Sopron,Lipót,95
Győr-Moson-Sopron,Lövő,112
Győr-Moson-Sopron,Maglóca,65
Győr-Moson-Sopron,Magyarkeresztúr,65
Győr-Moson-Sopron,Máriakálnok,95
Győr-Moson-Sopron,Markotabödöge,45
Győr-Moson-Sopron,Mecsér,95
Győr-Moson-Sopron,Mérges,46
Győr-Moson-Sopron,Mezőörs,48
Győr-Moson-Sopron,Mihályi,65
Győr-Moson-Sopron,Mórichida,46
Győr-Moson-Sopron,Mosonmagyaróvár,95
Győr-Moson-Sopron,Mosonszentmiklós,95
Győr-Moson-Sopron,Mosonszolnok,95
Győr-Moson-Sopron,Mosonudvar,95
Győr-Moson-Sopron,Nagybajcs,47
Győr-Moson-Sopron,Nagycenk,112
Győr-Moson-Sopron,Nagylózs,113
Győr-Moson-Sopron,Nagyszentjános,48
Győr-Moson-Sopron,Nemeskér,112
Győr-Moson-Sopron,Nyalka,48
Győr-Moson-Sopron,Nyúl,48
Győr-Moson-Sopron,Osli,64
Győr-Moson-Sopron,Öttevény,47
Győr-Moson-Sopron,Páli,66
Győr-Moson-Sopron,Pannonhalma,48
Győr-Moson-Sopron,Pásztori,66
Győr-Moson-Sopron,Pázmándfalu,48
Győr-Moson-Sopron,Pér,48
Győr-Moson-Sopron,Pereszteg,113
Győr-Moson-Sopron,Petőháza,113
Győr-Moson-Sopron,Pinnye,113
Győr-Moson-Sopron,Potyond,65
Győr-Moson-Sopron,Pusztacsalád,64
Győr-Moson-Sopron,Püski,95
Győr-Moson-Sopron,Rábacsanak,66
Győr-Moson-Sopron,Rábacsécsény,45
Győr-Moson-Sopron,Rábakecöl,66
Győr-Moson-Sopron,Rábapatona,45
Győr-Moson-Sopron,Rábapordány,66
Győr-Moson-Sopron,Rábasebes,66
Győr-Moson-Sopron,Rábaszentandrás,66
Győr-Moson-Sopron,Rábaszentmihály,46
Győr-Moson-Sopron,Rábaszentmiklós,46
Győr-Moson-Sopron,Rábatamási,65
Győr-Moson-Sopron,Rábcakapi,45
Győr-Moson-Sopron,Rajka,120
Győr-Moson-Sopron,Ravazd,48
Győr-Moson-Sopron,Répceszemere,18
Győr-Moson-Sopron,Répcevis,18
Győr-Moson-Sopron,Rétalap,48
Győr-Moson-Sopron,Röjtökmuzsaj,113
Győr-Moson-Sopron,Sarród,113
Győr-Moson-Sopron,Sobor,66
Győr-Moson-Sopron,Sokorópátka,48
Győr-Moson-Sopron,Sopron,143
Győr-Moson-Sopron,Sopronhorpács,18
Győr-Moson-Sopron,Sopronkövesd,112
Győr-Moson-Sopron,Sopronnémeti,65
Győr-Moson-Sopron,Szakony,18
Győr-Moson-Sopron,Szany,66
Győr-Moson-Sopron,Szárföld,64
Győr-Moson-Sopron,Szerecseny,48
Győr-Moson-Sopron,Szil,66
Győr-Moson-Sopron,Szilsárkány,65
Győr-Moson-Sopron,Táp,48
Győr-Moson-Sopron,Tápszentmiklós,48
Győr-Moson-Sopron,Tarjánpuszta,48
Győr-Moson-Sopron,Tárnokréti,45
Győr-Moson-Sopron,Tényő,48
Győr-Moson-Sopron,Tét,46
Győr-Moson-Sopron,Töltéstava,48
Győr-Moson-Sopron,Újkér,18
Győr-Moson-Sopron,Újrónafő,95
Győr-Moson-Sopron,Und,18
Győr-Moson-Sopron,Vadosfa,65
Győr-Moson-Sopron,Vág,66
Győr-Moson-Sopron,Vámosszabadi,47
Győr-Moson-Sopron,Várbalog,95
Győr-Moson-Sopron,Vásárosfalu,66
Győr-Moson-Sopron,Vének,47
Győr-Moson-Sopron,Veszkény,64
Győr-Moson-Sopron,Vitnyéd,64
Győr-Moson-Sopron,Völcsej,112
Győr-Moson-Sopron,Zsebeháza,66
Győr-Moson-Sopron,Zsira,18
Hajdú-Bihar,Álmosd,163
Hajdú-Bihar,Ártánd,119
Hajdú-Bihar,Bagamér,163
Hajdú-Bihar,Bakonszeg,14
Hajdú-Bihar,Balmazújváros,49
Hajdú-Bihar,Báránd,14
Hajdú-Bihar,Bedő,119
Hajdú-Bihar,Berekböszörmény,119
Hajdú-Bihar,Berettyóújfalu,13
Hajdú-Bihar,Bihardancsháza,14
Hajdú-Bihar,Biharkeresztes,14
Hajdú-Bihar,Biharnagybajom,14
Hajdú-Bihar,Bihartorda,14
Hajdú-Bihar,Bocskaikert,50
Hajdú-Bihar,Bojt,119
Hajdú-Bihar,Csökmő,14
Hajdú-Bihar,Darvas,14
Hajdú-Bihar,Debrecen I. kerület,23
Hajdú-Bihar,Derecske,13
Hajdú-Bihar,Ebes,23
Hajdú-Bihar,Egyek,24
Hajdú-Bihar,Esztár,13
Hajdú-Bihar,Folyás,49
Hajdú-Bihar,Földes,24
Hajdú-Bihar,Furta,14
Hajdú-Bihar,Fülöp,115
Hajdú-Bihar,Gáborján,13
Hajdú-Bihar,Görbeháza,49
Hajdú-Bihar,Hajdúbagos,13
Hajdú-Bihar,Hajdúböszörmény,49
Hajdú-Bihar,Hajdúdorog,50
Hajdú-Bihar,Hajdúhadház,50
Hajdú-Bihar,Hajdúnánás,49
Hajdú-Bihar,Hajdúsámson,50
Hajdú-Bihar,Hajdúszoboszló,24
Hajdú-Bihar,Hajdúszovát,24
Hajdú-Bihar,Hencida,13
Hajdú-Bihar,Hortobágy,49
Hajdú-Bihar,Hosszúpályi,163
Hajdú-Bihar,II. kerület,23
Hajdú-Bihar,III. kerület,23
Hajdú-Bihar,IV. kerület,24
Hajdú-Bihar,Kaba,24
Hajdú-Bihar,Kismarja,119
Hajdú-Bihar,Kokad,163
Hajdú-Bihar,Komádi,14
Hajdú-Bihar,Konyár,13
Hajdú-Bihar,Körösszakál,14
Hajdú-Bihar,Körösszegapáti,14
Hajdú-Bihar,Létavértes,163
Hajdú-Bihar,Magyarhomorog,14
Hajdú-Bihar,Mezőpeterd,14
Hajdú-Bihar,Mezősas,14
Hajdú-Bihar,Mikepércs,24
Hajdú-Bihar,Monostorpályi,163
Hajdú-Bihar,Nádudvar,24
Hajdú-Bihar,Nagyhegyes,23
Hajdú-Bihar,Nagykereki,119
Hajdú-Bihar,Nagyrábé,14
Hajdú-Bihar,Nyírábrány,115
Hajdú-Bihar,Nyíracsád,115
Hajdú-Bihar,Nyíradony,115
Hajdú-Bihar,Nyírmártonfalva,115
Hajdú-Bihar,Pocsaj,163
Hajdú-Bihar,Polgár,49
Hajdú-Bihar,Püspökladány,24
Hajdú-Bihar,Sáp,14
Hajdú-Bihar,Sáránd,13
Hajdú-Bihar,Sárrétudvari,14
Hajdú-Bihar,Szentpéterszeg,13
Hajdú-Bihar,Szerep,14
Hajdú-Bihar,Téglás,50
Hajdú-Bihar,Tépe,13
Hajdú-Bihar,Tetétlen,24
Hajdú-Bihar,Tiszacsege,49
Hajdú-Bihar,Tiszagyulaháza,106
Hajdú-Bihar,Told,14
Hajdú-Bihar,Újiráz,14
Hajdú-Bihar,Újléta,163
Hajdú-Bihar,Újszentmargita,49
Hajdú-Bihar,Újtikos,49
Hajdú-Bihar,Vámospércs,24
Hajdú-Bihar,Váncsod,13
Hajdú-Bihar,Vekerd,14
Hajdú-Bihar,Zsáka,14
Heves,Abasár,44
Heves,Adács,43
Heves,Aldebrő,30
Heves,Andornaktálya,102
Heves,Apc,44
Heves,Átány,51
Heves,Atkár,43
Heves,Balaton,134
Heves,Bátor,128
Heves,Bekölce,128
Heves,Bélapátfalva,134
Heves,Besenyőtelek,51
Heves,Boconád,51
Heves,Bodony,128
Heves,Boldog,41
Heves,Bükkszék,128
Heves,Bükkszenterzsébet,128
Heves,Bükkszentmárton,134
Heves,Csány,43
Heves,Demjén,32
Heves,Detk,43
Heves,Domoszló,44
Heves,Dormánd,30
Heves,Ecséd,44
Heves,Eger,31
Heves,Egerbakta,32
Heves,Egerbocs,128
Heves,Egercsehi,128
Heves,Egerfarmos,101
Heves,Egerszalók,32
Heves,Egerszólát,32
Heves,Erdőkövesd,128
Heves,Erdőtelek,51
Heves,Erk,51
Heves,Fedémes,128
Heves,Feldebrő,31
Heves,Felsőtárkány,102
Heves,Füzesabony,30
Heves,Gyöngyös,44
Heves,Gyöngyöshalász,43
Heves,Gyöngyösoroszi,44
Heves,Gyöngyöspata,44
Heves,Gyöngyössolymos,44
Heves,Gyöngyöstarján,44
Heves,Halmajugra,44
Heves,Hatvan,43
Heves,Heréd,169
Heves,Heves,51
Heves,Hevesaranyos,128
Heves,Hevesvezekény,52
Heves,Hort,43
Heves,Istenmezeje,128
Heves,Ivád,128
Heves,Kál,30
Heves,Kápolna,30
Heves,Karácsond,43
Heves,Kerecsend,31
Heves,Kerekharaszt,43
Heves,Kisfüzes,128
Heves,Kisköre,52
Heves,Kisnána,44
Heves,Kompolt,30
Heves,Kömlő,51
Heves,Lőrinci,169
Heves,Ludas,43
Heves,Maklár,31
Heves,Markaz,44
Heves,Mátraballa,128
Heves,Mátraderecske,128
Heves,Mátraszentimre,44
Heves,Mezőszemere,100
Heves,Mezőtárkány,30
Heves,Mikófalva,128
Heves,Mónosbél,134
Heves,Nagyfüged,43
Heves,Nagykökényes,169
Heves,Nagyréde,44
Heves,Nagytálya,31
Heves,Nagyút,30
Heves,Nagyvisnyó,134
Heves,Noszvaj,102
Heves,Novaj,102
Heves,Ostoros,102
Heves,Pálosvörösmart,44
Heves,Parád,128
Heves,Parádsasvár,128
Heves,Pély,52
Heves,Pétervására,128
Heves,Petőfibánya,169
Heves,Poroszló,52
Heves,Recsk,128
Heves,Rózsaszentmárton,44
Heves,Sarud,52
Heves,Sirok,128
Heves,Szajla,128
Heves,Szarvaskő,32
Heves,Szentdomonkos,128
Heves,Szihalom,100
Heves,Szilvásvárad,134
Heves,Szúcs,128
Heves,Szűcsi,44
Heves,Tarnabod,30
Heves,Tarnalelesz,128
Heves,Tarnaméra,51
Heves,Tarnaörs,51
Heves,Tarnaszentmária,32
Heves,Tarnaszentmiklós,52
Heves,Tarnazsadány,43
Heves,Tenk,51
Heves,Terpes,128
Heves,Tiszanána,52
Heves,Tófalu,30
Heves,Újlőrincfalva,52
Heves,Vámosgyörk,43
Heves,Váraszó,128
Heves,Vécs,31
Heves,Verpelét,31
Heves,Visonta,44
Heves,Visznek,43
Heves,Zagyvaszántó,169
Heves,Zaránk,51
Jász-Nagykun-Szolnok,Abádszalók,183
Jász-Nagykun-Szolnok,Alattyán,59
Jász-Nagykun-Szolnok,Berekfürdő,70
Jász-Nagykun-Szolnok,Besenyszög,172
Jász-Nagykun-Szolnok,Cibakháza,104
Jász-Nagykun-Szolnok,Csataszög,172
Jász-Nagykun-Szolnok,Csépa,104
Jász-Nagykun-Szolnok,Cserkeszőlő,104
Jász-Nagykun-Szolnok,Fegyvernek,172
Jász-Nagykun-Szolnok,Hunyadfalva,172
Jász-Nagykun-Szolnok,Jánoshida,59
Jász-Nagykun-Szolnok,Jászágó,59
Jász-Nagykun-Szolnok,Jászalsószentgyörgy,59
Jász-Nagykun-Szolnok,Jászapáti,59
Jász-Nagykun-Szolnok,Jászárokszállás,59
Jász-Nagykun-Szolnok,Jászberény,59
Jász-Nagykun-Szolnok,Jászboldogháza,59
Jász-Nagykun-Szolnok,Jászdózsa,59
Jász-Nagykun-Szolnok,Jászfelsőszentgyörgy,60
Jász-Nagykun-Szolnok,Jászfényszaru,60
Jász-Nagykun-Szolnok,Jászivány,59
Jász-Nagykun-Szolnok,Jászjákóhalma,59
Jász-Nagykun-Szolnok,Jászkisér,59
Jász-Nagykun-Szolnok,Jászladány,59
Jász-Nagykun-Szolnok,Jászszentandrás,60
Jász-Nagykun-Szolnok,Jásztelek,59
Jász-Nagykun-Szolnok,Karcag,70
Jász-Nagykun-Szolnok,Kenderes,69
Jász-Nagykun-Szolnok,Kengyel,172
Jász-Nagykun-Szolnok,Kétpó,105
Jász-Nagykun-Szolnok,Kisújszállás,69
Jász-Nagykun-Szolnok,Kőtelek,172
Jász-Nagykun-Szolnok,Kuncsorba,69
Jász-Nagykun-Szolnok,Kunhegyes,70
Jász-Nagykun-Szolnok,Kunmadaras,70
Jász-Nagykun-Szolnok,Kunszentmárton,105
Jász-Nagykun-Szolnok,Martfű,105
Jász-Nagykun-Szolnok,Mesterszállás,105
Jász-Nagykun-Szolnok,Mezőhék,105
